"monetary","total","persentase"
"6651.58","1","0.04"
"6651.93","1","0.04"
"6665.2200000000000002220446","1","0.04"
"6681.35","1","0.04"
"6691.53","1","0.04"
"6697.21","1","0.04"
"6699.49","1","0.04"
"6700.05","1","0.04"
"6713.51","1","0.04"
"6742.44","1","0.04"
"6749.19","1","0.04"
"6753.54","1","0.04"
"6759.92","1","0.04"
"6788.00","1","0.04"
"6798.79","1","0.04"
"6836.65","1","0.04"
"6876.56","1","0.04"
"6882.11","1","0.04"
"6885.69","1","0.04"
"6926.15","1","0.04"
"6933.72","1","0.04"
"6949.16","1","0.04"
"6960.19","1","0.04"
"6960.96","1","0.04"
"6974.46","1","0.04"
"6996.68","1","0.04"
"7035.21","1","0.04"
"7048.43","1","0.04"
"7048.71","1","0.04"
"7074.20","1","0.04"
"7089.49","1","0.04"
"7090.07","1","0.04"
"7099.56","1","0.04"
"7106.62","1","0.04"
"7111.98","1","0.04"
"7118.91","1","0.04"
"7148.28","1","0.04"
"7156.70","1","0.04"
"7164.99","1","0.04"
"7169.78","1","0.04"
"7177.06","1","0.04"
"7186.3700000000000002220446","1","0.04"
"7205.88","1","0.04"
"7209.25","1","0.04"
"7211.68","1","0.04"
"7246.20","1","0.04"
"7259.09","1","0.04"
"7274.10","1","0.04"
"7290.90","1","0.04"
"7343.87","1","0.04"
"7403.51","1","0.04"
"7414.10","1","0.04"
"7434.07","1","0.04"
"7435.38","1","0.04"
"7447.28","1","0.04"
"7456.64","1","0.04"
"7486.11","1","0.04"
"7514.20","1","0.04"
"7520.94","1","0.04"
"7527.27","1","0.04"
"7528.50","1","0.04"
"7539.55","1","0.04"
"7552.93","1","0.04"
"7631.12","1","0.04"
"7631.72","1","0.04"
"7634.50","1","0.04"
"7634.57","1","0.04"
"7659.67","1","0.04"
"7709.85","1","0.04"
"7726.44","1","0.04"
"7743.35","1","0.04"
"7746.27","1","0.04"
"7748.49","1","0.04"
"7769.22","1","0.04"
"7773.21","1","0.04"
"7824.64","1","0.04"
"7832.74","1","0.04"
"7859.41","1","0.04"
"7860.85","1","0.04"
"7875.78","1","0.04"
"7892.97","1","0.04"
"7903.36","1","0.04"
"7907.93","1","0.04"
"7954.28","1","0.04"
"7971.57","1","0.04"
"7988.73","1","0.04"
"7990.97","1","0.04"
"8003.99","1","0.04"
"8033.79","1","0.04"
"8039.29","1","0.04"
"8055.47","1","0.04"
"8074.12","1","0.04"
"8086.55","1","0.04"
"8105.74","1","0.04"
"8131.91","1","0.04"
"8205.68","1","0.04"
"8215.93000000000000011102230","1","0.04"
"8219.34","1","0.04"
"8271.31","1","0.04"
"8295.58","1","0.04"
"8297.94","1","0.04"
"8305.39","1","0.04"
"8308.39","1","0.04"
"8311.08","1","0.04"
"8335.74","1","0.04"
"8350.09","1","0.04"
"8354.55","1","0.04"
"8355.23","1","0.04"
"8381.66","1","0.04"
"8429.05","1","0.04"
"8433.43","1","0.04"
"8440.77","1","0.04"
"8449.68","1","0.04"
"8453.65","1","0.04"
"8458.21","1","0.04"
"8490.73","1","0.04"
"8523.93","1","0.04"
"8531.89","1","0.04"
"8535.06","1","0.04"
"8541.14","1","0.04"
"8550.73","1","0.04"
"8554.87","1","0.04"
"8586.28","1","0.04"
"8605.36","1","0.04"
"8612.85","1","0.04"
"8617.94","1","0.04"
"8631.61","1","0.04"
"8659.17","1","0.04"
"8673.11","1","0.04"
"8689.01","1","0.04"
"8700.15","1","0.04"
"8725.94","1","0.04"
"8729.87","1","0.04"
"8747.10","1","0.04"
"8749.76","1","0.04"
"8754.12","1","0.04"
"8793.19","1","0.04"
"8806.33","1","0.04"
"8823.83","1","0.04"
"8831.21","1","0.04"
"8831.35","1","0.04"
"8854.64","1","0.04"
"8887.75","1","0.04"
"8917.54","1","0.04"
"8939.50","1","0.04"
"8982.79","1","0.04"
"9025.51","1","0.04"
"9036.01","1","0.04"
"9045.04","1","0.04"
"9045.17","1","0.04"
"9072.28","1","0.04"
"9091.29","1","0.04"
"9129.23","1","0.04"
"9129.83","1","0.04"
"9155.01","1","0.04"
"9164.15","1","0.04"
"9204.22","1","0.04"
"9210.42","1","0.04"
"9211.72","1","0.04"
"9219.35","1","0.04"
"9265.32","1","0.04"
"9277.72","1","0.04"
"9300.73","1","0.04"
"9336.30","1","0.04"
"9353.85","1","0.04"
"9394.5800000000000008881784","1","0.04"
"9403.42","1","0.04"
"9428.40","1","0.04"
"9448.75","1","0.04"
"9456.83","1","0.04"
"9475.69","1","0.04"
"9481.75","1","0.04"
"9485.14","1","0.04"
"9489.82","1","0.04"
"9500.70","1","0.04"
"9520.85","1","0.04"
"9540.5400000000000002220446","1","0.04"
"9561.46","1","0.04"
"9618.90","1","0.04"
"9751.73","1","0.04"
"9800.02","1","0.04"
"9805.11","1","0.04"
"9850.35","1","0.04"
"10019.45","1","0.04"
"10053.87","1","0.04"
"10162.78","1","0.04"
"10165.13","1","0.04"
"10201.55","1","0.04"
"10231.93","1","0.04"
"10251.19","1","0.04"
"10353.00","1","0.04"
"10367.08","1","0.04"
"10426.58","1","0.04"
"10427.21","1","0.04"
"10435.96","1","0.04"
"10567.71","1","0.04"
"10601.50","1","0.04"
"10617.05","1","0.04"
"10685.72","1","0.04"
"10709.38","1","0.04"
"10732.91","1","0.04"
"10741.1000000000000004440892","1","0.04"
"10822.55","1","0.04"
"10848.11","1","0.04"
"10866.87","1","0.04"
"10942.88","1","0.04"
"10993.71","1","0.04"
"10995.71","1","0.04"
"11041.41","1","0.04"
"11200.80","1","0.04"
"11211.37","1","0.04"
"11229.71","1","0.04"
"11250.07","1","0.04"
"11276.80","1","0.04"
"11299.61","1","0.04"
"11412.20","1","0.04"
"11443.97","1","0.04"
"11462.24","1","0.04"
"11500.76","1","0.04"
"11516.83","1","0.04"
"11593.06","1","0.04"
"11615.66","1","0.04"
"11703.97","1","0.04"
"11711.02","1","0.04"
"11771.13","1","0.04"
"11835.02","1","0.04"
"11884.79","1","0.04"
"11920.93","1","0.04"
"11938.20","1","0.04"
"11944.57","1","0.04"
"11955.38","1","0.04"
"11984.59","1","0.04"
"12125.48","1","0.04"
"12130.01","1","0.04"
"12156.64","1","0.04"
"12228.09","1","0.04"
"12268.85","1","0.04"
"12300.62","1","0.04"
"12332.91","1","0.04"
"12371.26","1","0.04"
"12414.56","1","0.04"
"12470.03","1","0.04"
"12503.24","1","0.04"
"12559.61","1","0.04"
"12647.61","1","0.04"
"12695.25","1","0.04"
"12695.57","1","0.04"
"12729.34","1","0.04"
"12763.78","1","0.04"
"12850.56","1","0.04"
"12854.66","1","0.04"
"12894.57","1","0.04"
"12907.89","1","0.04"
"12983.01","1","0.04"
"13160.50","1","0.04"
"13190.92","1","0.04"
"13221.75","1","0.04"
"13262.10","1","0.04"
"13379.78","1","0.04"
"13404.83","1","0.04"
"13486.32","1","0.04"
"13497.29","1","0.04"
"13534.93","1","0.04"
"13785.55","1","0.04"
"13923.4500000000000008881784","1","0.04"
"13967.37","1","0.04"
"13995.22","1","0.04"
"14193.61","1","0.04"
"14279.70","1","0.04"
"14330.40","1","0.04"
"14420.90","1","0.04"
"14503.89","1","0.04"
"14681.32","1","0.04"
"14682.81","1","0.04"
"14715.53","1","0.04"
"14774.86","1","0.04"
"14855.21","1","0.04"
"14880.92","1","0.04"
"15178.96","1","0.04"
"15324.95","1","0.04"
"15332.43","1","0.04"
"15360.14","1","0.04"
"15716.54","1","0.04"
"16450.53","1","0.04"
"16616.78","1","0.04"
"16941.58","1","0.04"
"16960.59","1","0.04"
"17152.63","1","0.04"
"17251.53","1","0.04"
"17295.18","1","0.04"
"17332.13","1","0.04"
"17548.27","1","0.04"
"18304.31","1","0.04"
"18494.14","1","0.04"
"18790.34","1","0.04"
"18894.72","1","0.04"
"19153.750000000000001776357","1","0.04"
"19194.42","1","0.04"
"19299.86","1","0.04"
"20352.99","1","0.04"
"20671.50","1","0.04"
"21661.29","1","0.04"
"23646.92","1","0.04"
"27859.68","1","0.04"
"38319.79","1","0.04"
